bus_id,bus_eng,vA_pu,vB_pu,vC_pu,vmin_pu,vmax_pu,vmean_pu,phase_spread_pu,unbalance_ratio,is_under,is_over,distance_km
190,sourcebus,1.01,1.01,1.01,1.01,1.01,1.01,0.0,0.0,false,false,0.001
204,sourcebusz,1.0091348760951366,1.0094957475356208,1.0103978426946227,1.0091348760951366,1.0103978426946227,1.0096761554417935,0.001262966599486104,0.0012508630541378694,false,false,0.0
269,_virtual_bus.transformer.dist_transformer_10148922_9108515_1,1.008954231595954,1.010217424035927,1.0098568104859367,1.008954231595954,1.010217424035927,1.009676155372606,0.00126319243997286,0.0012510867303850487,false,false,
268,_virtual_bus.transformer.dist_transformer_10148922_9108515_3,1.0087634665595828,1.010217424035927,1.0094588338345158,1.0087634665595828,1.010217424035927,1.0094799081433419,0.0014539574763441365,0.0014403035311701129,false,false,
266,_virtual_bus.transformer.dist_transformer_10148922_9108515_4,1.008748164576305,1.010217424035927,1.0093963971753321,1.008748164576305,1.010217424035927,1.0094539952625212,0.0014692594596219521,0.0014554991772951999,false,false,
1,9326133,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.025668200000000002
19,17636402,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.0001322
109,14495371,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.0010682
218,9431554,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,8.9e-5
152,9108515,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.0
33,17636403,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.0004022
189,17636404,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,0.025884200000000003
267,_virtual_bus.transformer.dist_transformer_10148922_9108515_2,1.0085573966467456,1.010217424035927,1.0089983959169806,1.0085573966467456,1.010217424035927,1.0092577388665511,0.0016600273891813622,0.0016448002579060321,false,false,
168,9431552,1.0089983828370503,1.008557391040217,1.010217424035927,1.008557391040217,1.010217424035927,1.0092577326377314,0.001660032995709937,0.001644805823158155,false,false,0.000108
214,17655573,1.0089983776050782,1.0085573887976056,1.010217424035927,1.0085573887976056,1.010217424035927,1.0092577301462036,0.0016600352383213668,0.0016448080492590233,false,false,0.0001512
39,9431555,1.008998374244037,1.0085573858595047,1.010217424035927,1.0085573858595047,1.010217424035927,1.0092577280464896,0.0016600381764222405,0.0016448109638312067,false,false,8.9e-5
145,17874057,1.0089983637241364,1.0085573806234507,1.010217424035927,1.0085573806234507,1.010217424035927,1.0092577227945048,0.0016600434124762753,0.0016448161604152294,false,false,0.0001322
229,9431553,1.0089983599901,1.0085573793889437,1.010217423053083,1.0085573793889437,1.010217423053083,1.009257720810709,0.001660043664139188,0.001644816413002737,false,false,0.00013800000000000002
161,9431551,1.0089983536351417,1.0085573761845148,1.010217425275165,1.0085573761845148,1.010217425275165,1.0092577183649405,0.0016600490906502063,0.001644821793723399,false,false,0.000174
151,17855758,1.0089983487434246,1.0085573739865015,1.01021742274541,1.0085573739865015,1.01021742274541,1.0092577151584454,0.0016600487589084612,0.0016448214702503875,false,false,0.0001812
59,17655574,1.0089983384863987,1.0085573720299321,1.010217424035927,1.0085573720299321,1.010217424035927,1.0092577115174193,0.0016600520059948387,0.0016448246934858194,false,false,0.0004742
122,17855757,1.008998343137582,1.0085573711042368,1.0102174255828378,1.0085573711042368,1.0102174255828378,1.0092577132748854,0.0016600544786009586,0.0016448271405470245,false,false,0.0002172
37,17874058,1.008998291399823,1.0085573446255802,1.010217424035927,1.0085573446255802,1.010217424035927,1.00925768668711,0.0016600794103467376,0.0016448518869308303,false,false,0.0004292
162,17855760,1.0089982571038505,1.008557329966602,1.0102174202384455,1.008557329966602,1.0102174202384455,1.009257669102966,0.0016600902718435506,0.0016448626774558457,false,false,0.0005332
92,17855759,1.0089982507979423,1.008557326416609,1.01021742828922,1.008557326416609,1.01021742828922,1.009257668501257,0.0016601018726110084,0.0016448741727930112,false,false,0.0005972
101,14711419,1.0089317202101848,1.0085288147621383,1.010217424035927,1.0085288147621383,1.010217424035927,1.0092259863360835,0.001688609273788666,0.0016731726061860839,false,false,0.0011991999999999999
223,12934948,1.0088672311423574,1.008497645452212,1.0102133390712462,1.008497645452212,1.0102133390712462,1.009192738555272,0.0017156936190341199,0.0017000653626286016,false,false,0.0012162
34,13485933,1.0088733133725214,1.0084950901203764,1.010217424035927,1.0084950901203764,1.010217424035927,1.0091952758429417,0.0017223339155505446,0.0017066408818768458,false,false,0.0011062000000000001
55,12934951,1.008866500716408,1.008490243261484,1.0102215751915509,1.008490243261484,1.0102215751915509,1.009192773056481,0.001731331930066915,0.0017155611656069782,false,false,0.0012912
260,14711417,1.008813434092293,1.0084781096191042,1.010217424035927,1.0084781096191042,1.010217424035927,1.0091696559157748,0.0017393144168227348,0.0017235104193104056,false,false,0.0033092
182,9739759,1.0088024476035005,1.0084734000310618,1.010217424035927,1.0084734000310618,1.010217424035927,1.0091644238901631,0.0017440240048651745,0.0017281861742036529,false,false,0.0058022
69,13454782,1.0088024476035005,1.0084734000310618,1.010217424035927,1.0084734000310618,1.010217424035927,1.0091644238901631,0.0017440240048651745,0.0017281861742036529,false,false,0.0035222
264,12936067,1.0087526940403633,1.008436656564375,1.0102247831777427,1.008436656564375,1.0102247831777427,1.0091380445941602,0.001788126613367691,0.0017719345960114034,false,false,0.0030012
184,12936066,1.008632320555669,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.009086610733755,0.0017881074065262403,0.0017720058788868699,false,false,0.0031361999999999996
226,13408540,1.0085697094508213,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.0090657403654724,0.0017881074065262403,0.0017720425290413762,false,false,0.0041962
235,12970598,1.0086941369141842,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.0091072161865935,0.0017881074065262403,0.0017719696954338322,false,false,0.0018541999999999999
121,12936056,1.0086788602452519,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.009102123963616,0.0017881074065262403,0.0017719786373085783,false,false,0.0026731999999999997
166,17857129,1.008632320555669,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.009086610733755,0.0017881074065262403,0.0017720058788868699,false,false,0.0031402999999999995
95,9402919,1.0086788602452519,1.008419702119535,1.0102078095260612,1.008419702119535,1.0102078095260612,1.009102123963616,0.0017881074065262403,0.0017719786373085783,false,false,0.0032731999999999995
70,14710390,1.00864926230466,1.008407732338451,1.010217424035927,1.008407732338451,1.010217424035927,1.0090914728930127,0.0018096916974759125,0.0017933871666635144,false,false,0.0064922
8,9402917,1.0086168776844422,1.0083564100453937,1.0102078092363769,1.0083564100453937,1.0102078092363769,1.0090603656554042,0.001851399190983205,0.001834775454470145,false,false,0.0038322
24,17855756,1.0085598403456009,1.0083227085651085,1.0102006806158292,1.0083227085651085,1.0102006806158292,1.009027743175513,0.001877972050720711,0.0018611698869751012,false,false,0.0041812
172,9739978,1.0084259842861851,1.0083120137283295,1.010217424035927,1.0083120137283295,1.010217424035927,1.0089851406834807,0.0019054103075974993,0.0018884423870769648,false,false,0.0096412
29,13435077,1.0084259842861851,1.0083120137283295,1.010217424035927,1.0083120137283295,1.010217424035927,1.0089851406834807,0.0019054103075974993,0.0018884423870769648,false,false,0.0091122
233,9402916,1.008540140200059,1.008311464306835,1.0101978406784502,1.008311464306835,1.0101978406784502,1.0090164817284482,0.0018863763716152615,0.0018695198797782702,false,false,0.0044672
63,9402918,1.0085377164650233,1.008309312041388,1.0101982245599508,1.008309312041388,1.0101982245599508,1.009015084355454,0.0018889125185628242,0.0018720359564985468,false,false,0.0044152
163,12936053,1.0085240219888192,1.008302264460692,1.0101955170951944,1.008302264460692,1.0101955170951944,1.0090072678482354,0.0018932526345023515,0.0018763518309831593,false,false,0.0047012
154,13486010,1.0084478849567382,1.0082831378537562,1.010217424035927,1.0082831378537562,1.010217424035927,1.0089828156154736,0.0019342861821707302,0.0019170655359386146,false,false,0.0027262000000000002
44,13691508,1.0083056307982647,1.0082831378537562,1.010217424035927,1.0082831378537562,1.010217424035927,1.0089353975626494,0.0019342861821707302,0.001917155634388,false,false,0.0041362000000000005
85,12936055,1.0084890258697607,1.0082798283144223,1.0101928191442142,1.0082798283144223,1.0101928191442142,1.008987224442799,0.0019129908297919052,0.001895951488234483,false,false,0.0049302
98,13513456,1.0082726272620064,1.0083120137283295,1.010217424035927,1.0082726272620064,1.010217424035927,1.0089340216754208,0.0019447967739205652,0.0019275757702085065,false,false,0.010632200000000001
176,13435075,1.0082258140946205,1.0082119130017726,1.010217424035927,1.0082119130017726,1.010217424035927,1.00888505037744,0.0020055110341543614,0.0019878488965656372,false,false,0.0118522
88,13355047,1.0081957166751625,1.0082119130017726,1.010217424035927,1.0081957166751625,1.010217424035927,1.0088750179042874,0.0020217073607644576,0.0020039225125864485,false,false,0.0138522
105,9783456,1.0081595919230042,1.0081199359089832,1.0101955170951944,1.0081199359089832,1.0101955170951944,1.0088250149757272,0.002075581186211206,0.0020574243852003863,false,false,0.0098762
136,12969818,1.0081595919230042,1.0081199359089832,1.0101955170951944,1.0081199359089832,1.0101955170951944,1.0088250149757272,0.002075581186211206,0.0020574243852003863,false,false,0.0096912
213,12969125,1.0081240997407128,1.0081021784101183,1.0101955170951944,1.0081021784101183,1.0101955170951944,1.0088072650820086,0.002093338685076107,0.0020750630546915562,false,false,0.0101772
196,12962925,1.008006978793225,1.0080273024612083,1.0102189934862418,1.008006978793225,1.0102189934862418,1.0087510915802251,0.002212014693016684,0.0021928250799228646,false,false,0.007950200000000001
132,9783455,1.008006978793225,1.0080273024612083,1.0102189934862418,1.008006978793225,1.0102189934862418,1.0087510915802251,0.002212014693016684,0.0021928250799228646,false,false,0.0083622
165,13357784,1.0080060239776822,1.0081021784101183,1.0101955170951944,1.0080060239776822,1.0101955170951944,1.0087679064943318,0.0021894931175121535,0.0021704627034786184,false,false,0.011347200000000002
58,9290701,1.007955469899605,1.0080497102020327,1.010217424035927,1.007955469899605,1.010217424035927,1.008740868045855,0.0022619541363220197,0.0022423540157581845,false,false,0.0162922
203,12968592,1.0079287324897628,1.007984892796239,1.0101955170951944,1.0079287324897628,1.0101955170951944,1.0087030474603988,0.0022667846054316154,0.002247226883212731,false,false,0.013387200000000002
128,13691505,1.0079242365321641,1.0079816173401224,1.0101965226790095,1.0079242365321641,1.0101965226790095,1.0087007921837654,0.0022722861468453814,0.00225268599415496,false,false,0.014597200000000001
108,12185636,1.0079073813186092,1.0079370049873575,1.0102244017133533,1.0079073813186092,1.0102244017133533,1.00868959600644,0.0023170203947440182,0.002297059872449825,false,false,0.0092192
234,12962393,1.0079073813186092,1.0079751271603468,1.0102244017133533,1.0079073813186092,1.0102244017133533,1.0087023033974365,0.0023170203947440182,0.0022970309346375057,false,false,0.0085742
169,13485982,1.0078386979174963,1.007956480176006,1.010217424035927,1.0078386979174963,1.010217424035927,1.0086708673764766,0.0023787261184307074,0.0023582778043522803,false,false,0.0065562
99,9760720,1.0078386979174963,1.007956480176006,1.010217424035927,1.0078386979174963,1.010217424035927,1.0086708673764766,0.0023787261184307074,0.0023582778043522803,false,false,0.0068731999999999994
72,11910744,1.0078240067998954,1.0079751271603468,1.0102244017133533,1.0078240067998954,1.0102244017133533,1.0086745118911986,0.002400394913457893,0.002379751728788417,false,false,0.009400200000000001
248,17655572,1.0078219113950397,1.0079695772039519,1.010217424035927,1.0078219113950397,1.010217424035927,1.0086696375449729,0.0023955126408872207,0.002374922919973799,false,false,0.0165082
78,9290700,1.0078125179477009,1.0079413889087716,1.010217424035927,1.0078125179477009,1.010217424035927,1.0086571102974666,0.0024049060882260775,0.002384265241055841,false,false,0.0170112
50,9290699,1.0078087818320556,1.0079695772039519,1.010217424035927,1.0078087818320556,1.010217424035927,1.0086652610239781,0.0024086422038713806,0.0023879499938623565,false,false,0.0167582
53,13454765,1.0077881422185229,1.0079695772039519,1.010217424035927,1.0077881422185229,1.010217424035927,1.0086583811528005,0.002429281817404094,0.0024084287235363634,false,false,0.017151200000000002
221,13485981,1.0077862126320112,1.007928335725311,1.010217424035927,1.0077862126320112,1.010217424035927,1.0086439907977498,0.0024312114039157784,0.002410376134787559,false,false,0.0068862
139,13601756,1.0077862126320112,1.0077749029604373,1.010217424035927,1.0077749029604373,1.010217424035927,1.0085928465427918,0.002442521075489701,0.0024217116786640538,false,false,0.0084062
57,9739755,1.0077678851716576,1.0078074534204082,1.010217424035927,1.0077678851716576,1.010217424035927,1.0085975875426643,0.0024495388642693516,0.002428658262248456,false,false,0.0213442
217,13454745,1.0077678851716576,1.0078074534204082,1.010217424035927,1.0077678851716576,1.010217424035927,1.0085975875426643,0.0024495388642693516,0.002428658262248456,false,false,0.0205912
79,14710399,1.0077678851716576,1.0078074534204082,1.010217424035927,1.0077678851716576,1.010217424035927,1.0085975875426643,0.0024495388642693516,0.002428658262248456,false,false,0.0194012
146,12970284,1.0077475931423472,1.0078489764317318,1.0101955170951944,1.0077475931423472,1.0101955170951944,1.0085973622230913,0.0024479239528472085,0.0024270576590163175,false,false,0.017107200000000003
231,13601751,1.007690113244529,1.0078489764317318,1.0101955170951944,1.007690113244529,1.0101955170951944,1.0085782022571517,0.002505403850665333,0.0024840947831892006,false,false,0.018127200000000003
247,12970263,1.0076354687207103,1.0077368116545518,1.0101955170951944,1.0076354687207103,1.0101955170951944,1.0085225991568187,0.002560048374484092,0.002538414485331747,false,false,0.020177200000000003
43,12970262,1.0075548677077755,1.0076158810927442,1.0101955170951944,1.0075548677077755,1.0101955170951944,1.0084554219652382,0.002640649387418925,0.0026185087906740903,false,false,0.023487200000000003
242,12934915,1.0075548677077755,1.0076158810927442,1.0101955170951944,1.0075548677077755,1.0101955170951944,1.0084554219652382,0.002640649387418925,0.0026185087906740903,false,false,0.0235792
210,9783459,1.0075548677077755,1.0076158810927442,1.0101955170951944,1.0075548677077755,1.0101955170951944,1.0084554219652382,0.002640649387418925,0.0026185087906740903,false,false,0.0237872
140,9290703,1.0075455140465275,1.0079695772039519,1.010217424035927,1.0075455140465275,1.010217424035927,1.0085775050954686,0.002671909989399479,0.0026491865780276,false,false,0.0217712
87,13691475,1.0075431859710529,1.0077368116545518,1.0101955170951944,1.0075431859710529,1.0101955170951944,1.0084918382402666,0.002652331124141538,0.0026299976098662662,false,false,0.021091200000000004
198,12970260,1.0075305659032554,1.0075794198192938,1.0101955170951944,1.0075305659032554,1.0101955170951944,1.0084351676059145,0.002664951191938991,0.002642659912650354,false,false,0.024485200000000002
164,9365422,1.0075302706016391,1.007578400401059,1.0101951193408616,1.0075302706016391,1.0101951193408616,1.0084345967811867,0.0026648487392224585,0.0026425598127318966,false,false,0.0245467
60,17855762,1.0075292334525279,1.0075748200090795,1.0101937223504043,1.0075292334525279,1.0101937223504043,1.0084325919373374,0.0026644888978764047,0.002642208234025396,false,false,0.024762700000000002
160,17655571,1.0075177332371388,1.0079695772039519,1.010217424035927,1.0075177332371388,1.010217424035927,1.0085682448256728,0.002699690798788179,0.0026767557006068645,false,false,0.022300200000000003
173,13454733,1.0076631202155022,1.007493075412812,1.010217424035927,1.007493075412812,1.010217424035927,1.0084578732214136,0.0027243486231149916,0.002701499681302843,false,false,0.0250112
240,9739753,1.0076631202155022,1.007493075412812,1.010217424035927,1.007493075412812,1.010217424035927,1.0084578732214136,0.0027243486231149916,0.002701499681302843,false,false,0.025200200000000002
254,12970259,1.0074437905975833,1.0074466281113466,1.0101937223504043,1.0074437905975833,1.0101937223504043,1.0083613803531115,0.002749931752821011,0.0027271291884046873,false,false,0.025185700000000002
100,9290702,1.0074108800591506,1.0079695772039519,1.010217424035927,1.0074108800591506,1.010217424035927,1.0085326270996766,0.0028065439767763767,0.002782799387311241,false,false,0.022516200000000004
187,14711418,1.0076313734477829,1.0073978110482797,1.010217424035927,1.0073978110482797,1.010217424035927,1.0084155361773297,0.002819612987647213,0.0027960824545957656,false,false,0.0267112
232,12959079,1.0073944031835727,1.0073725298203398,1.0101937223504043,1.0073725298203398,1.0101937223504043,1.0083202184514388,0.00282119253006452,0.0027979132803637122,false,false,0.027355700000000004
249,9739977,1.0073658233735872,1.0079695772039519,1.010217424035927,1.0073658233735872,1.010217424035927,1.0085176082044887,0.002851600662339804,0.002827516980508295,false,false,0.0236862
2,13457817,1.0073658233735872,1.0079695772039519,1.010217424035927,1.0073658233735872,1.010217424035927,1.0085176082044887,0.002851600662339804,0.002827516980508295,false,false,0.023441200000000002
200,12934942,1.0073738059144228,1.0073519333423562,1.0101937223504043,1.0073519333423562,1.0101937223504043,1.0083064872023944,0.002841789008048101,0.002818378185716936,false,false,0.029165700000000003
220,9783457,1.0073738059144228,1.0073519333423562,1.0101937223504043,1.0073519333423562,1.0101937223504043,1.0083064872023944,0.002841789008048101,0.002818378185716936,false,false,0.029371700000000004
48,14746712,1.00760616284183,1.0073221604982716,1.010217424035927,1.0073221604982716,1.010217424035927,1.0083819157920095,0.002895263537655346,0.002871197402802816,false,false,0.0280612
65,12934941,1.0073421705176833,1.0073202991607875,1.0101937223504043,1.0073202991607875,1.0101937223504043,1.0082853973429584,0.0028734231896168083,0.0028498113700633526,false,false,0.0319457
107,13435072,1.0073156526198555,1.0079695772039519,1.010217424035927,1.0073156526198555,1.010217424035927,1.0085008846199115,0.002901771416071508,0.002877311721114792,false,false,0.024471200000000002
73,11083673,1.00760616284183,1.007303629529113,1.010217424035927,1.007303629529113,1.010217424035927,1.0083757388022898,0.0029137945068140603,0.0028895920386531257,false,false,0.0292612
12,9854615,1.0073018869247334,1.0073202991607875,1.0101937223504043,1.0073018869247334,1.0101937223504043,1.0082719694786417,0.002891835425670841,0.002868110503127598,false,false,0.0359477
67,12810038,1.0073018869247334,1.0073202991607875,1.0101937223504043,1.0073018869247334,1.0101937223504043,1.0082719694786417,0.002891835425670841,0.002868110503127598,false,false,0.0354857
112,12934939,1.0072991786060226,1.0073202991607875,1.0101937223504043,1.0072991786060226,1.0101937223504043,1.0082710667057382,0.0028945437443816946,0.002870799172923665,false,false,0.035723700000000004
120,12934917,1.0072991786060226,1.0073202991607875,1.0101937223504043,1.0072991786060226,1.0101937223504043,1.0082710667057382,0.0028945437443816946,0.002870799172923665,false,false,0.039873700000000005
68,12970256,1.007340834258884,1.007265353973486,1.0101937223504043,1.007265353973486,1.0101937223504043,1.0082666368609248,0.0029283683769183444,0.002904359094966532,false,false,0.029775700000000002
66,12807627,1.0073421705176833,1.0072611034753896,1.0101937223504043,1.0072611034753896,1.0101937223504043,1.0082656654478257,0.0029326188750147253,0.0029085775460896903,false,false,0.0329957
215,12208987,1.0072538777292834,1.007265353973486,1.0101937223504043,1.0072538777292834,1.0101937223504043,1.0082376513510578,0.002939844621120846,0.0029158250707870294,false,false,0.030636700000000003
202,12848124,1.007233037158467,1.0079695772039519,1.010217424035927,1.007233037158467,1.010217424035927,1.0084733461327822,0.0029843868774599436,0.0029593116059083227,false,false,0.0252892
47,13691477,1.007232652048904,1.0073202991607875,1.0101937223504043,1.007232652048904,1.0101937223504043,1.0082488911866987,0.0029610703015001683,0.002936844590044645,false,false,0.036903700000000005
77,13454739,1.007189245769922,1.0079695772039519,1.010217424035927,1.007189245769922,1.010217424035927,1.0084587490032668,0.0030281782660048773,0.003002778516223739,false,false,0.027931200000000003
179,13435074,1.0075210074266043,1.0071517955135352,1.010217424035927,1.0071517955135352,1.010217424035927,1.0082967423253555,0.0030656285223917834,0.0030404030814596954,false,false,0.0326212
250,13485979,1.007150070494744,1.0076358741981517,1.010217424035927,1.007150070494744,1.010217424035927,1.0083344562429408,0.0030673535411829267,0.003042000124256292,false,false,0.0108862
209,13725341,1.007150070494744,1.007485426497476,1.010217424035927,1.007150070494744,1.010217424035927,1.0082843070093823,0.0030673535411829267,0.0030421514248107646,false,false,0.0123762
51,10792061,1.0074079380304017,1.0071399243822552,1.0102120561893642,1.0071399243822552,1.0102120561893642,1.0082533062006738,0.0030721318071089687,0.0030469841142256753,false,false,0.034888199999999994
49,16521466,1.007486096055794,1.0071399243822552,1.0102120561893642,1.0071399243822552,1.0102120561893642,1.0082793588758046,0.0030721318071089687,0.0030469053839744234,false,false,0.0341142
116,13454743,1.0075187123977152,1.0071399243822552,1.0102120561893642,1.0071399243822552,1.0102120561893642,1.008290230989778,0.0030721318071089687,0.0030468725300385395,false,false,0.0337912
181,9739976,1.0075242617496474,1.0071164214643618,1.0101949311035632,1.0071164214643618,1.0101949311035632,1.0082785381058574,0.003078509639201421,0.0030532333307269244,false,false,0.0372352
27,13457819,1.0075242617496474,1.0071164214643618,1.0101949311035632,1.0071164214643618,1.0101949311035632,1.0082785381058574,0.003078509639201421,0.0030532333307269244,false,false,0.036951200000000003
183,14746714,1.0075247183540994,1.0071144877103202,1.0101935220781202,1.0071144877103202,1.0101935220781202,1.0082775760475133,0.003079034367799993,0.0030537566647767032,false,false,0.03721120000000001
147,13714731,1.007525649150308,1.007110545921995,1.0101906498541173,1.007110545921995,1.0101906498541173,1.0082756149754732,0.0030801039321224355,0.0030548233899293105,false,false,0.038271200000000005
228,12317603,1.0071079331689503,1.0079695772039519,1.010217424035927,1.0071079331689503,1.010217424035927,1.0084316448029431,0.0031094908669766497,0.003083491958033777,false,false,0.028736200000000003
16,13454780,1.0071049719322647,1.0079695772039519,1.010217424035927,1.0071049719322647,1.010217424035927,1.008430657724048,0.0031124521036622887,0.003086431456464105,false,false,0.0313912
142,14711416,1.0075290824395224,1.0070960053389406,1.0101800549578772,1.0070960053389406,1.0101800549578772,1.0082683809121136,0.003084049618936602,0.0030587586374043255,false,false,0.04218120000000001
158,14755909,1.0075290824395224,1.0070960053389406,1.0101800549578772,1.0070960053389406,1.0101800549578772,1.0082683809121136,0.003084049618936602,0.0030587586374043255,false,false,0.042705200000000006
125,12961574,1.0070929889045512,1.0075905833043197,1.0102749216614626,1.0070929889045512,1.0102749216614626,1.008319497956778,0.0031819327569113653,0.003155679091160211,false,false,0.0114942
106,12317602,1.0075299868888945,1.0070921750410564,1.0101772639863205,1.0070921750410564,1.0101772639863205,1.0082664753054238,0.0030850889452640473,0.0030597952236084344,false,false,0.04321120000000001
255,17855761,1.0070877047133273,1.007587712499298,1.0102752988319152,1.0070877047133273,1.0102752988319152,1.0083169053481802,0.003187594118587933,0.003161301870156814,false,false,0.011516
224,16670850,1.007340834258884,1.0070749195122692,1.0101937223504043,1.0070749195122692,1.0101937223504043,1.008203158707186,0.0031188028381350374,0.0030934269657856093,false,false,0.0340757
111,14587801,1.0070747676660918,1.0079695772039519,1.010217424035927,1.0070747676660918,1.010217424035927,1.0084205896353235,0.0031426563698351284,0.00311641432368176,false,false,0.0316902
123,9739974,1.0070515068211283,1.0079695772039519,1.010217424035927,1.0070515068211283,1.010217424035927,1.0084128360203357,0.0031659172147986414,0.0031395050734308555,false,false,0.036035199999999996
102,14756890,1.0070515068211283,1.0079695772039519,1.010217424035927,1.0070515068211283,1.010217424035927,1.0084128360203357,0.0031659172147986414,0.0031395050734308555,false,false,0.0357812
